title,election,year,type,status,percent,topics,topics2,topics3,topics4,topics5,topics6
"
 Tax Levy Limitations",General,1918,Popular Referendum,Fail (Yes votes: 33.0%),33.00%,Local Government,Tax & Revenue,,,,
"
 Intoxicating Liquors. Local Option.",General,1936,Initiative,Fail (Yes votes: 32.8%),32.80%,Business & Commerce,Drug/Alcohol/Tobacco Policy,Local Government,,,
"
 Retirement Payments. Gross Income Tax.",General,1944,Initiative,Fail (Yes votes: 32.8%),32.80%,Human Services,Tax & Revenue,,,,
"
 Taxation of School Property of Religious and Other Nonprofit Organizations",General,1958,Initiative,Fail (Yes votes: 32.8%),32.80%,Education: PreK-12,Human Services,Tax & Revenue,,,
"
 Drugless Practice",General,1914,Initiative,Fail (Yes votes: 32.6%),32.60%,Health,,,,,
"
 President of Senate.",Primary,1982,Legislative Referendum,Fail (Yes votes: 32.6%),32.60%,Legislatures,,,,,
"
 School Funds. Income, Sales Tax.",General,1932,Initiative,Fail (Yes votes: 32.6%),32.60%,Education: PreK-12,Tax & Revenue,,,,
"
 Validating Tax Deeds",General,1944,Legislative Referendum,Fail (Yes votes: 32.6%),32.60%,Tax & Revenue,,,,,
"
 Nuclear Power Plants - Initiative Statute.",Primary,1976,Initiative,Fail (Yes votes: 32.5%),32.50%,Energy & Electric Utilities,Environmental Protection,,,,
"
 State Employee Salaries",General,1972,Initiative,Fail (Yes votes: 32.5%),32.50%,Labor & Employment,State Government,,,,
"
 Welfare Exemption: Leased Property",General,1962,Legislative Referendum,Fail (Yes votes: 32.3%),32.30%,Human Services,Tax & Revenue,,,,
"
 Constitutional Convention3",General,1920,Legislative Referendum,Fail (Yes votes: 32.2%),32.20%,Civil & Constitutional Law,,,,,
"
 Obscenity Legislation",General,1972,Initiative,Fail (Yes votes: 32.1%),32.10%,Criminal Justice,,,,,
"
 Acquired Immune Deficiency Syndrome -- AIDS.",Primary,1988,Initiative,Fail (Yes votes: 32.0%),32.00%,Health,,,,,
"
 Community Property",General,1920,Popular Referendum,Fail (Yes votes: 32.0%),32.00%,Civil & Constitutional Law,Land Use/Property Rights,,,,
"
 Taxation: Limitation on Property Tax Rate",General,1968,Initiative,Fail (Yes votes: 32.0%),32.00%,Tax & Revenue,,,,,
"
 State Civil Service Exemptions1",General,1948,Legislative Referendum,Fail (Yes votes: 31.9%),31.90%,Labor & Employment,State Government,,,,
"
 Transfer of Funds",General,1924,Legislative Referendum,Fail (Yes votes: 31.9%),31.90%,Budgets,Local Government,,,,
"
 Insurance Claims Practices. Civil Remedies. Referendum Statute.",Primary,2000,Popular Referendum,Fail (Yes votes: 31.5%),31.50%,Civil & Constitutional Law,Insurance,,,,
"
 Inferior Court Judges1",General,1956,Legislative Referendum,Fail (Yes votes: 31.4%),31.40%,Judiciary,,,,,
"
 Regulation of Pounds",General,1938,Initiative,Fail (Yes votes: 31.3%),31.30%,Business & Commerce,Natural Resources,,,,
"
 Terms of State Officers",General,1954,Legislative Referendum,Fail (Yes votes: 31.2%),31.20%,Elections,State Government,,,,
"
 Constitutional Convention2",General,1930,Legislative Referendum,Fail (Yes votes: 31.1%),31.10%,Civil & Constitutional Law,,,,,
"
 Land Taxation",General,1916,Initiative,Fail (Yes votes: 31.1%),31.10%,Tax & Revenue,,,,,
"
 Pensioning Judges",General,1926,Legislative Referendum,Fail (Yes votes: 31.1%),31.10%,Judiciary,,,,,
"
 Street and Highway Funds. Vehicle Parking.",General,1954,Legislative Referendum,Fail (Yes votes: 31.1%),31.10%,Tax & Revenue,Transportation,,,,
"
 Alcohol Surtax. Constitutional Amendment.",General,1990,Initiative,Fail (Yes votes: 31.0%),31.00%,Drug/Alcohol/Tobacco Policy,Tax & Revenue,,,,
"
 Eminent Domain: Airports and Schools",General,1958,Legislative Referendum,Fail (Yes votes: 31.0%),31.00%,Land Use/Property Rights,,,,,
"
 Lottery",General,1964,Initiative,Fail (Yes votes: 30.9%),30.90%,Education: PreK-12,Gambling & Lotteries,,,,
"
 Police and Law Enforcement Funding. Criminal Penalties and Laws. Initiative Statute. ",General,2008,Initiative,Fail (Yes votes: 30.9%),30.90%,Budgets,Criminal Justice,,,,
"
 Basic Health Care Coverage. Initiative Statute.",General,1992,Initiative,Fail (Yes votes: 30.8%),30.80%,Business & Commerce,Health,Insurance,,,
"
 Naturopathic Act",General,1934,Initiative,Fail (Yes votes: 30.6%),30.60%,Health,,,,,
"
 Property Taxes. Schools. Development-Fee Limits. Legislative Constitutional Amendment.",Special,1993,Legislative Referendum,Fail (Yes votes: 30.6%),30.60%,Education: PreK-12,Tax & Revenue,,,,
"
 Reimbursing Cities for Revenue Losses from Taxation Exemptions for Military Service",General,1918,Legislative Referendum,Fail (Yes votes: 30.6%),30.60%,Local Government,Tax & Revenue,,,,
"
 Legislature, Budgets, Governor",General,1940,Legislative Referendum,Fail (Yes votes: 30.5%),30.50%,Budgets,Legislatures,State Government,,,
"
 Prohibiting Vivisection2",General,1922,Initiative,Fail (Yes votes: 30.5%),30.50%,Animal Rights/Hunting & Fishing,Civil & Constitutional Law,Health,,,
"
 Education. Vouchers. Initiative Constitutional Amendment.",Special,1993,Initiative,Fail (Yes votes: 30.4%),30.40%,Education: PreK-12,,,,,
"
 Pesticide Regulation. Initiative Statute.",General,1990,Initiative,Fail (Yes votes: 30.4%),30.40%,Agriculture,Business & Commerce,Environmental Protection,State Government,,
"
 Salaries of Justices",General,1920,Initiative,Fail (Yes votes: 30.1%),30.10%,Judiciary,,,,,
"
 Compensation of Legislators4",General,1958,Legislative Referendum,Fail (Yes votes: 30.0%),30.00%,Labor & Employment,Legislatures,,,,
"
 Daylight Savings",General,1940,Initiative,Fail (Yes votes: 30.0%),30.00%,Civil & Constitutional Law,,,,,
"
 Water and Power1",General,1924,Initiative,Fail (Yes votes: 29.9%),29.90%,Bond Measures,Energy & Electric Utilities,Natural Resources,State Government,,
"
 Racing Commission and Horse Racing",General,1912,Initiative,Fail (Yes votes: 29.8%),29.80%,Animal Rights/Hunting & Fishing,Gambling & Lotteries,State Government,,,
"
 Chiropractors1",Special,1939,Initiative,Fail (Yes votes: 29.7%),29.70%,Health,,,,,
"
 Compensation of Local Officers3",General,1958,Legislative Referendum,Fail (Yes votes: 29.4%),29.40%,Labor & Employment,Local Government,,,,
"
 Acquired Immune Deficiency Syndrome (AIDS).",General,1986,Initiative,Fail (Yes votes: 29.3%),29.30%,Health,,,,,
"
 Smoking and Tobacco Products. Local Preemption. Statewide Regulation. Initiative Statute.",General,1994,Initiative,Fail (Yes votes: 29.3%),29.30%,Civil & Constitutional Law,Drug/Alcohol/Tobacco Policy,Local Government,,,
"
 School Vouchers. State-Funded Private and Religious Education. Public School Funding. Initiative Constitutional Amendment.",General,2000,Initiative,Fail (Yes votes: 29%),29%,Education: PreK-12,,,,,
"
 Water and Power3",General,1922,Initiative,Fail (Yes votes: 29.0%),29.00%,Bond Measures,Energy & Electric Utilities,Local Government,Natural Resources,,
"
 Calling Convention for Revision of Constitution",General,1914,Legislative Referendum,Fail (Yes votes: 28.9%),28.90%,Civil & Constitutional Law,,,,,
"
 Forestry Programs. Timber Harvesting Practices. Initiative Statute.",General,1990,Initiative,Fail (Yes votes: 28.8%),28.80%,Bond Measures,Business & Commerce,Environmental Protection,Natural Resources,,
"
 Creation of Court for Tax Appeals",General,1946,Legislative Referendum,Pass (Yes votes: 28.7%),28.70%,Judiciary,Tax & Revenue,,,,
"
 Fair Employment Practices Act",General,1946,Initiative,Fail (Yes votes: 28.7%),28.70%,Labor & Employment,,,,,
"
 Taxation for Schools and Social Welfare",Primary,1970,Initiative,Fail (Yes votes: 28.5%),28.50%,Education: PreK-12,Human Services,Tax & Revenue,,,
"
 Emergency and Medical Services. Funding. Telephone Surcharge. Initiative Constitutional Amendment and Statute.",General,2004,Initiative,Fail (Yes votes: 28.4%),28.40%,Budgets,Drug/Alcohol/Tobacco Policy,Health,Tax & Revenue,,
"
 Compensation of County Officers",General,1966,Legislative Referendum,Fail (Yes votes: 28.3%),28.30%,Labor & Employment,Local Government,,,,
"
 Insurance Claims Practices. Civil Remedy Amendments. Referendum Statute.",Primary,2000,Popular Referendum,Fail (Yes votes: 28.3%),28.30%,Civil & Constitutional Law,Insurance,,,,
"
 Registration of Voters2",General,1936,Legislative Referendum,Fail (Yes votes: 28.3%),28.30%,Elections,,,,,
"
 State and County Boards of Equalization",General,1938,Legislative Referendum,Fail (Yes votes: 28.3%),28.30%,Local Government,State Government,Tax & Revenue,,,
"
 Toll Roads and Highways. Legislative Constitutional Amendment.",General,1992,Legislative Referendum,Fail (Yes votes: 28.2%),28.20%,Transportation,,,,,
"
 Constitutional Provisions Regarding State Officers, Legislators and Judges",Special,1949,Legislative Referendum,Fail (Yes votes: 27.8%),27.80%,Judiciary,Legislatures,State Government,,,
"
 Diverting Gasoline Tax Funds for Biennium Ending June 30, 1933",Special,1933,Legislative Referendum,Fail (Yes votes: 27.8%),27.80%,Budgets,Tax & Revenue,Transportation,,,
"
 Repeal of Proposition 10 Tobacco Surtax. Initiative Statute.",Primary,2000,Initiative,Fail (Yes votes: 27.8%),27.80%,Drug/Alcohol/Tobacco Policy,Health,Human Services,Tax & Revenue,,
"
 Insurance Guarantee Funds. Tax Offset",General,1980,Legislative Referendum,Fail (Yes votes: 27.7%),27.70%,Insurance,,,,,
"
 Oleomargarine",General,1926,Popular Referendum,Fail (Yes votes: 27.7%),27.70%,Agriculture,Business & Commerce,,,,
"
 Drug Enforcement, Prevention, Treatment, Prisons. Bonds. Initiative Constitutional Amendment And Statute",General,1990,Initiative,Fail (Yes votes: 27.6%),27.60%,Bond Measures,Criminal Justice,Drug/Alcohol/Tobacco Policy,,,
"
 Water and Power2",General,1926,Initiative,Fail (Yes votes: 27.4%),27.40%,Bond Measures,Energy & Electric Utilities,Natural Resources,State Government,,
"
 Health Insurance",General,1918,Legislative Referendum,Fail (Yes votes: 27.2%),27.20%,Health,Human Services,State Government,,,
"
 Reorganization of Building and Loan Associations",General,1942,Initiative,Fail (Yes votes: 27.2%),27.20%,Banking & Financial Services,,,,,
"
 Tax Exemption for Anti-Pollution Facilities",General,1972,Legislative Referendum,Fail (Yes votes: 27.1%),27.10%,Environmental Protection,Tax & Revenue,,,,
"
 State Budget Board",General,1918,Legislative Referendum,Fail (Yes votes: 27.0%),27.00%,Budgets,State Government,,,,
"
 Local Option",General,1934,Initiative,Fail (Yes votes: 26.7%),26.70%,Local Government,,,,,
"
 Health Services Tax. Initiative Constitutional Amendment and Statute.",General,1994,Initiative,Fail (Yes votes: 26.6%),26.60%,Health,Tax & Revenue,,,,
"
 Electric Utilities. Assessments. Bonds. Initiative Statute.",General,1998,Initiative,Fail (Yes votes: 26.5%),26.50%,Bond Measures,Energy & Electric Utilities,,,,
"
 Tax-Exempt Vessels",General,1940,Legislative Referendum,Fail (Yes votes: 26.4%),26.40%,Tax & Revenue,Transportation,,,,
"
 Regulating Practice of Law",General,1922,Popular Referendum,Fail (Yes votes: 26.3%),26.30%,Business & Commerce,,,,,
"
 Revenue Bond Act of 1937",General,1938,Popular Referendum,Fail (Yes votes: 26.1%),26.10%,Bond Measures,Energy & Electric Utilities,,,,
"
 Legislators",General,1950,Legislative Referendum,Fail (Yes votes: 26.0%),26.00%,Legislatures,,,,,
"
 Foreclosure of Mortgages and Trust Deeds",General,1932,Initiative,Fail (Yes votes: 25.9%),25.90%,Banking & Financial Services,,,,,
"
 Land Values Taxation1",General,1920,Initiative,Fail (Yes votes: 25.9%),25.90%,Tax & Revenue,,,,,
"
 Instructors' Tenure",General,1936,Initiative,Fail (Yes votes: 25.8%),25.80%,Education: PreK-12,,,,,
"
 Diverting Gasoline Tax Funds for Biennium Ending June 30, 1935",Special,1933,Legislative Referendum,Fail (Yes votes: 25.7%),25.70%,Budgets,Tax & Revenue,Transportation,,,
"
 Political Campaigns. Public Financing. Corporate Tax Increase. Contribution and Expenditure Limits. Initiative Statute.",General,2006,Initiative,Fail (Yes votes: 25.7%),25.70%,Business & Commerce,Ethics/Lobbying/Campaign Finance,Tax & Revenue,,,
"
 Apportionment of Funds to Political Subdivisions",General,1938,Legislative Referendum,Fail (Yes votes: 25.6%),25.60%,Budgets,Local Government,State Government,,,
"
 Attorney-Client Fee Arrangements. Securities Fraud. Lawsuits. Initiative Statute.",General,1996,Initiative,Fail (Yes votes: 25.6%),25.60%,Banking & Financial Services,Business & Commerce,Judiciary,,,
"
 Automobile And Other Insurance.",General,1988,Initiative,Fail (Yes votes: 25.4%),25.40%,Insurance,,,,,
"
 Taxation. Real Property. Property Acquisition by Taxing Entity",General,1980,Legislative Referendum,Fail (Yes votes: 24.9%),24.90%,Tax & Revenue,,,,,
"
 Land Values Taxation2",General,1918,Initiative,Fail (Yes votes: 24.7%),24.70%,Tax & Revenue,,,,,
"
 Legislative Help",General,1938,Legislative Referendum,Fail (Yes votes: 24.7%),24.70%,Legislatures,,,,,
"
 Greyhound Dog Racing - Initiative Statute",General,1976,Initiative,Fail (Yes votes: 24.6%),24.60%,Animal Rights/Hunting & Fishing,Gambling & Lotteries,,,,
"
 Daylight Savings Act",General,1930,Initiative,Fail (Yes votes: 24.3%),24.30%,Civil & Constitutional Law,,,,,
"
 Apportioning State Taxes to Firemen's Funds",General,1930,Legislative Referendum,Fail (Yes votes: 24.2%),24.20%,Human Services,Insurance,Tax & Revenue,,,
"
 Courts2",General,1918,Legislative Referendum,Fail (Yes votes: 23.9%),23.90%,Judiciary,,,,,
"
 Usury Law2",General,1930,Initiative,Fail (Yes votes: 23.9%),23.90%,Banking & Financial Services,,,,,
"
 Tribal Gaming Compacts. Exclusive Gaming Rights. Contributions to State. Initiative Constitutional Amendment and Statute.",General,2004,Initiative,Fail (Yes votes: 23.7%),23.70%,Gambling & Lotteries,State-Tribal Relations,,,,
"
 Oil and Gas Conservation Act",General,1956,Initiative,Fail (Yes votes: 23.4%),23.40%,Energy & Electric Utilities,State Government,,,,
"
 Education Funding. Real Property Parcel Tax. Initiative Constitutional Amendment and Statute.",General,2006,Initiative,Fail (Yes votes: 23.3%),23.30%,Education: PreK-12,Tax & Revenue,,,,
"
 Greyhound Racing",General,1946,Initiative,Fail (Yes votes: 23.0%),23.00%,Animal Rights/Hunting & Fishing,Gambling & Lotteries,Military & Veterans Affairs,,,
"
 Legalizing and Licensing Gambling",General,1950,Initiative,Fail (Yes votes: 22.8%),22.80%,Gambling & Lotteries,Human Services,,,,
"
 Oil Leases on State-Owned Tidelands at Huntington Beach",General,1938,Popular Referendum,Fail (Yes votes: 22.8%),22.80%,Environmental Protection,Natural Resources,,,,
"
 Partial Constitutional Revision: Public Utilities, Corporations and Water Use",Primary,1970,Legislative Referendum,Fail (Yes votes: 22.8%),22.80%,Business & Commerce,Civil & Constitutional Law,Energy & Electric Utilities,Natural Resources,,
"
 Decisions by Administrative Officers",General,1942,Legislative Referendum,Fail (Yes votes: 22.7%),22.70%,State Government,,,,,
"
 Supreme and Appellate Court Procedure",General,1942,Legislative Referendum,Fail (Yes votes: 22.1%),22.10%,Judiciary,,,,,
"
 Franchises",General,1922,Initiative,Fail (Yes votes: 21.4%),21.40%,Business & Commerce,,,,,
"
 Lending or Gift of Public Money",General,1938,Legislative Referendum,Fail (Yes votes: 21.4%),21.40%,Budgets,Human Services,Military & Veterans Affairs,,,
"
 Oil Control",Special,1932,Popular Referendum,Fail (Yes votes: 21.2%),21.20%,Natural Resources,,,,,
"
 Oleomargarine Tax",General,1936,Popular Referendum,Fail (Yes votes: 20.9%),20.90%,Agriculture,Business & Commerce,Tax & Revenue,,,
"
 Eminent Domain3",General,1936,Legislative Referendum,Fail (Yes votes: 20.1%),20.10%,Land Use/Property Rights,,,,,
"
 Public Transportation Trust Funds. Gasoline Sales Tax. Initiative Statute.",General,1994,Initiative,Fail (Yes votes: 19.5%),19.50%,Budgets,Tax & Revenue,Transportation,,,
"
 Land Franchise Taxation",General,1922,Initiative,Fail (Yes votes: 19.4%),19.40%,Tax & Revenue,,,,,
"
 Personal Property Taxation",General,1950,Initiative,Fail (Yes votes: 19.3%),19.30%,Tax & Revenue,,,,,
"
 Public Service Commission",General,1936,Legislative Referendum,Fail (Yes votes: 18.7%),18.70%,Energy & Electric Utilities,State Government,,,,
"
 State Sales, Use and Income Tax Rates",General,1958,Initiative,Fail (Yes votes: 18.1%),18.10%,Tax & Revenue,,,,,
"
 Legislative Expenses",General,1932,Legislative Referendum,Fail (Yes votes: 17.8%),17.80%,Legislatures,,,,,
"
 Sunday Closing Law",General,1930,Initiative,Fail (Yes votes: 17.0%),17.00%,Business & Commerce,Civil & Constitutional Law,,,,
"
 Taxation5",Special,1915,Legislative Referendum,Fail (Yes votes: 17.0%),17.00%,Tax & Revenue,,,,,
"
 Taxation1",General,1938,Initiative,Fail (Yes votes: 16.9%),16.90%,Tax & Revenue,,,,,
"
 Court of Criminal Appeals",General,1936,Legislative Referendum,Fail (Yes votes: 16.8%),16.80%,Judiciary,,,,,
"
 Tribal Gaming Compact Renegotiation. Non-Tribal Commercial Gambling Expansion. Revenues, Tax Exemptions. Initiative Constitutional Amendment and Statute.",General,2004,Initiative,Fail (Yes votes: 16.2%),16.20%,Gambling & Lotteries,State-Tribal Relations,,,,
